times
0.9871177
0.9871216
0.9893196
0.9918292
0.9942034
0.9968163
0.9995997
1.0021364
1.0046808
1.0073515
1.0097702
1.0121629
1.0146336
1.0172008
1.0196404
1.0220706
1.0244568
1.026683
1.0291222
1.0313884
