times
0.9895578
0.9895619
0.9918411
0.9941336
0.9965377
0.9991027
1.0017416
1.0042428
1.0068459
1.0093507
1.0118706
1.0144389
1.0171771
1.0196341
1.0218624
1.0240696
1.0264615
1.0289073
1.0311824
1.0334448
