times
0.9910299
0.9910337
0.9933877
0.9958508
0.998227
1.0009295
1.003462
1.0062434
1.0087605
1.0115182
1.0140085
1.0167699
1.0192416
1.0218392
1.0243055
1.0270778
1.0294323
1.0320301
1.0344612
1.0371605
