times
1.0934761
1.0934801
1.0957785
1.0985141
1.1009205
1.1034678
1.1061228
1.1085756
1.111163
1.1139116
1.1166184
1.119146
1.1217198
1.1242082
1.1268093
1.1291262
1.1316938
1.1341604
1.1366252
1.1390488
