times
0.981311
0.9813147
0.9836289
0.9859087
0.9881239
0.9905234
0.9930376
0.9957743
0.9983304
1.0009055
1.0034398
1.0059175
1.0084389
1.0108461
1.0131943
1.015437
1.0177305
1.0201818
1.0224692
1.0249127
