times
0.9962684
0.9962731
0.9987617
1.0014192
1.0039946
1.0070607
1.0102234
1.0131487
1.0161286
1.0187137
1.0211651
1.0235482
1.0259786
1.0287304
1.0312173
1.0337286
1.0359865
1.038174
1.0408163
1.0432221
