times
1.0153901
1.0153938
1.017619
1.0202145
1.0226551
1.0254076
1.0282677
1.030994
1.0336644
1.0365737
1.0392237
1.0417935
1.0444541
1.0469672
1.0494003
1.0519857
1.0546427
1.0573493
1.0596694
1.0620914
