times
1.0043894
1.0043931
1.0065919
1.0087875
1.0112238
1.0138214
1.0164716
1.0192251
1.0217635
1.0245229
1.0272445
1.0299026
1.0325237
1.035279
1.0379553
1.0402243
1.0424651
1.0448387
1.0472848
1.0494356
