times
1.1031918
1.1031959
1.1055797
1.1085883
1.1110704
1.1139304
1.1172367
1.120859
1.1242642
1.1277264
1.1310896
1.1342385
1.1371186
1.1399079
1.1424886
1.1451825
1.1479855
1.1508074
1.1536317
1.1563832
