times
0.9887259
0.9887299
0.9910895
0.9935914
0.9958828
0.9984203
1.0010274
1.0035159
1.0060662
1.0086715
1.0110856
1.0132363
1.0155514
1.0179471
1.020363
1.0229063
1.0251791
1.0274169
1.0297934
1.0320993
