times
0.9871784
0.9871824
0.9894518
0.9918787
0.9943204
0.9968115
0.9995297
1.0021829
1.0046639
1.0072545
1.0098799
1.012487
1.0151247
1.0175631
1.0198309
1.0223022
1.0248359
1.0272996
1.0297724
1.0321137
