X,Y
[264],[313.335664935601]
[264],[313.335664935601]
[265],[311.22412689743396]
[265],[311.22412689743396]
[266],[309.1246528069187]
[266],[309.1246528069187]
[267],[307.03722392292]
[267],[307.03722392292]
[268],[304.9617642110552]
[268],[304.9617642110552]
[269],[302.898138272345]
[269],[302.898138272345]
[270],[300.8461492716324]
[270],[300.8461492716324]
[271],[298.80553686592793]
[271],[298.80553686592793]
[272],[296.77597513306137]
[272],[296.77597513306137]
[274],[292.74835967102445]
[274],[292.74835967102445]
[275],[290.7493075568509]
[275],[290.7493075568509]
[276],[288.759305202404]
[276],[288.759305202404]
[277],[286.777667715638]
[277],[286.777667715638]
[278],[284.8036321958516]
[278],[284.8036321958516]
[279],[282.83635566216435]
[279],[282.83635566216435]
[280],[280.8749129819935]
[280],[280.8749129819935]
[281],[278.9182947993413]
[281],[278.9182947993413]
[282],[276.96540546357755]
[282],[276.96540546357755]
[283],[275.0150609574939]
[283],[275.0150609574939]
[284],[273.0659868260427]
[284],[273.0659868260427]
[285],[271.1168161045953]
[285],[271.1168161045953]
[286],[269.16608724753496]
[286],[269.16608724753496]
[287],[267.2122420565447]
[287],[267.2122420565447]
[288],[265.2536236092292]
[288],[265.2536236092292]
[289],[263.288474187475]
[289],[263.288474187475]
[290],[261.3149332058256]
[290],[261.3149332058256]
[291],[259.3310351400596]
[291],[259.3310351400596]
[292],[257.33470745550767]
[292],[257.33470745550767]
[293],[255.32376853568894]
[293],[255.32376853568894]
[294],[253.29592561049685]
[294],[253.29592561049685]
[296],[249.17978846724327]
[296],[249.17978846724327]
[297],[247.0863342976245]
[298],[244.96565207657295]
[297],[247.0863342976245]
[298],[244.96565207657295]
[298],[244.96565207657295]
[299],[242.81486219330873]
[299],[242.81486219330873]
[300],[240.63096145427153]
[301],[238.4108210114373]
[301],[238.4108210114373]
[302],[236.15118429091126]
[302],[236.15118429091126]
[303],[233.8486649215356]
[303],[233.8486649215356]
[304],[231.4997446628131]
[304],[231.4997446628131]
[305],[229.10077133389314]
[305],[229.10077133389314]
[306],[226.64795674162633]
[306],[226.64795674162633]
[307],[224.1373746092595]
[307],[224.1373746092595]
[308],[221.56495850489773]
[308],[221.56495850489773]
[309],[218.9264997697337]
[309],[218.9264997697337]
[310],[216.21764544656799]
[310],[216.21764544656799]
[311],[213.43389620841663]
[311],[213.43389620841663]
[312],[210.57060428681325]
[312],[210.57060428681325]
[313],[207.62297140034389]
[313],[207.62297140034389]
[314],[204.5860466828326]
[314],[204.5860466828326]
[315],[201.45472461225472]
[315],[201.45472461225472]
[316],[198.22374293876237]
[316],[198.22374293876237]
[317],[194.88768061319024]
[317],[194.88768061319024]
[318],[191.4409557158233]
[318],[191.4409557158233]
[319],[187.87782338452416]
[319],[187.87782338452416]
[319],[187.87782338452416]
[318],[191.4409557158233]
[318],[191.4409557158233]
[316],[198.22374293876237]
[317],[194.88768061319024]
[316],[198.22374293876237]
[316],[198.22374293876237]
[315],[201.45472461225472]
[315],[201.45472461225472]
[314],[204.5860466828326]
[313],[207.62297140034389]
[313],[207.62297140034389]
[314],[204.5860466828326]
[313],[207.62297140034389]
[314],[204.5860466828326]
[314],[204.5860466828326]
[315],[201.45472461225472]
[315],[201.45472461225472]
[316],[198.22374293876237]
[316],[198.22374293876237]
[318],[191.4409557158233]
[317],[194.88768061319024]
[317],[194.88768061319024]
[318],[191.4409557158233]
[318],[191.4409557158233]
[319],[187.87782338452416]
[318],[191.4409557158233]
[319],[187.87782338452416]
[319],[187.87782338452416]
[320],[184.19237374320983]
[320],[184.19237374320983]
[321],[180.37852983044468]
[321],[180.37852983044468]
[322],[176.43004552780076]
[322],[176.43004552780076]
[323],[172.34050348824712]
[325],[163.71170823842294]
[325],[163.71170823842294]
[326],[159.15874554745278]
[326],[159.15874554745278]
[327],[154.43730201503968]
[327],[154.43730201503968]
[327],[154.43730201503968]
[326],[159.15874554745278]
[324],[168.1033130647138]
[324],[168.1033130647138]
[325],[163.71170823842294]
