X,Y
[202],[192.83494748222412]
[201],[192.55215913743857]
[203],[193.11722648448594]
[204],[193.39901607321391]
[206],[193.96120424207217]
[207],[194.24164020785165]
[209],[194.80128571586513]
[210],[195.08052973972863]
[212],[195.63794296806438]
[213],[195.91614381989925]
[216],[196.74890349375883]
[217],[197.0259231415537]
[219],[197.57919264270654]
[220],[197.85546780139853]
[222],[198.4073589258072]
[223],[198.68299759510032]
[226],[199.50881335008742]
[227],[199.78375144696693]
[229],[200.33318186866725]
[230],[200.60769109755793]
[233],[201.43048794775066]
[234],[201.70453353246253]
[236],[202.2523330699248]
[237],[202.52609850700313]
[239],[203.07338665021453]
[240],[203.34691863418388]
[243],[204.16711438328676]
[244],[204.44039088723915]
[246],[204.98677753456153]
[247],[205.2598920785476]
[249],[205.8059721208875]
[250],[206.07894004587482]
[253],[206.89756329041526]
[254],[207.1703445504053]
[256],[207.7157647632068]
[257],[207.9884018079537]
[260],[208.80600311134623]
[261],[209.07842704945173]
[263],[209.6230954566084]
[264],[209.89533406266182]
[267],[210.71162674653854]
[268],[210.9835704352429]
[270],[211.5272012689259]
[271],[211.79887897573892]
[274],[212.61329963051995]
[275],[212.88455055692546]
[277],[213.42668286607815]
[278],[213.69755161525697]
[281],[214.50928801289072]
[282],[214.77955338296525]
[285],[215.5893050813481]
[286],[215.8588481194707]
[289],[216.66624013087724]
[290],[216.93493000475397]
[293],[217.73955319118042]
[294],[218.0072481811105]
[297],[218.8086622303916]
[298],[219.07521072130757]
[301],[219.87294712323794]
[302],[220.13818859674504]
[305],[220.93175361919626]
[306],[221.19551964561222]
[309],[221.98439731065295]
[310],[222.24651254104728]
[313],[223.0301676010615]
[314],[223.2904507592958]
[317],[224.0683316731032]
[318],[224.32659654787014]
[321],[225.09813845684297]
[322],[225.35419489370642]
[326],[226.37247749132527]
[327],[226.6255015747906]
[330],[227.38066671098917]
[331],[227.63104523046044]
[334],[228.37797956686094]
[335],[228.62551640400702]
[338],[229.36363168516365]
[339],[229.60813099469337]
[344],[230.81853748833268]
[345],[231.05811633513756]
[349],[232.00769223627773]
[350],[232.24284238910897]
[353],[232.94272137454797]
[354],[233.1741189461063]
[359],[234.31638395433433]
[360],[234.541815106607]
[363],[235.21187074991425]
[364],[235.43310833627547]
[369],[236.52298001590074]
[370],[236.73762198713118]
[374],[237.58476587569677]
[375],[237.79365050974386]
[380],[238.82023474743457]
[381],[239.02192680899086]
[386],[240.01184589779163]
[387],[240.2060724637773]
[391],[240.9702402240649]
[392],[241.15806837248098]
[397],[242.07766625145516]
[398],[242.257645434012]
[404],[243.3096246948979]
[405],[243.48027844885505]
[410],[244.3133882508565]
[411],[244.47597114109053]
[417],[245.42319019053738]
[418],[245.57635594788653]
[423],[246.32214578016405]
[424],[246.4673178074316]
[431],[247.44684874682693]
[432],[247.581610337667]
[437],[248.23647829591923]
[438],[248.36372223587009]
[445],[249.22080421329505]
[446],[249.33857559513112]
[453],[250.13210904591082]
[454],[250.24123871120386]
[460],[250.87541570452353]
[461],[250.97784923552976]
[469],[251.76741135093366]
[470],[251.86270326689177]
[476],[252.42113792143036]
[477],[252.51223906900177]
[483],[253.04961516504054]
[484],[253.13792429768395]
[485],[253.2259601557865]
[486],[253.31375589214858]
[487],[253.4013452547998]
[495],[254.09887996006145]
[496],[254.1862307513421]
[503],[254.80461380599976]
[498],[254.36146697505623]
[497],[254.2737462392441]
[494],[254.01165395196367]
[493],[253.92451344759192]
[492],[253.83741979759324]
[487],[253.4013452547998]
[486],[253.31375589214858]
[480],[252.7827254388695]
[479],[252.6930034489561]
[474],[252.2373550547821]
[473],[252.14461795190581]
[465],[251.37898702423408]
[464],[251.27994994860327]
[463],[251.1800955724053]
[462],[251.07940234745192]
[461],[250.97784923552976]
[457],[250.56263478595778]
[456],[250.45648424381292]
[456],[250.45648424381292]
[455],[250.34935807786164]
[452],[250.02195245915354]
[451],[249.91075279932429]
[444],[249.10188956584952]
[443],[248.98181913145922]
[441],[248.73816299436507]
[440],[248.61455441522284]
[435],[247.97828697014378]
[434],[247.84732171152413]
[433],[247.7150988122522]
[432],[247.581610337667]
[426],[246.75370718792178]
[425],[246.61117009978634]
[423],[246.32214578016405]
[422],[246.17564984613418]
[424],[246.4673178074316]
[425],[246.61117009978634]
[426],[246.75370718792178]
[427],[246.89493396524844]
[432],[247.581610337667]
[433],[247.7150988122522]
[440],[248.61455441522284]
[441],[248.73816299436507]
[449],[249.6851619868804]
[450],[249.79849438216306]
[451],[249.91075279932429]
[452],[250.02195245915354]
[456],[250.45648424381292]
[457],[250.56263478595778]
[464],[251.27994994860327]
[465],[251.37898702423408]
[469],[251.76741135093366]
[470],[251.86270326689177]
[471],[251.95731809787102]
[473],[252.14461795190581]
[474],[252.2373550547821]
[481],[252.87204741780405]
[482],[252.96100019640457]
[489],[253.57604285047213]
[490],[253.66322159056617]
[499],[254.44943415179827]
[500],[254.53768960809552]
[506],[255.07570150216642]
[507],[255.16720144137193]
[514],[255.82853471976804]
[515],[255.9265858732384]
[524],[256.8627960555924]
[525],[256.97382379023213]
[532],[257.7997028894539]
[533],[257.92539678592095]
[540],[258.8684869867262]
[541],[259.01307842006884]
[547],[259.93949586499104]
[542],[259.1603496584954]
[541],[259.01307842006884]
[535],[258.18321924295935]
[534],[258.05321327838067]
[527],[257.2007861520557]
[526],[257.0864669108038]
[519],[256.3298147543943]
[518],[256.22724564737894]
[511],[255.54014981154805]
[510],[255.44577340907253]
[503],[254.80461380599976]
[502],[254.71523596512301]
[495],[254.09887996006145]
[494],[254.01165395196367]
[489],[253.57604285047213]
[486],[253.31375589214858]
[485],[253.2259601557865]
[474],[252.2373550547821]
[473],[252.14461795190581]
[468],[251.67141766058612]
[467],[251.57469803966418]
[460],[250.87541570452353]
[459],[250.7720817245423]
[453],[250.13210904591082]
[452],[250.02195245915354]
[446],[249.33857559513112]
[445],[249.22080421329505]
[438],[248.36372223587009]
[437],[248.23647829591923]
[431],[247.44684874682693]
[430],[247.31080688863412]
[425],[246.61117009978634]
[424],[246.4673178074316]
[419],[245.7281821862367]
[418],[245.57635594788653]
[411],[244.47597114109053]
[410],[244.3133882508565]
[404],[243.3096246948979]
[403],[243.13763079522923]
[398],[242.257645434012]
[397],[242.07766625145516]
[392],[241.15806837248098]
[391],[240.9702402240649]
[387],[240.2060724637773]
[386],[240.01184589779163]
[380],[238.82023474743457]
[379],[238.61732386652645]
[376],[238.00135703447322]
[375],[237.79365050974386]
[370],[236.73762198713118]
[369],[236.52298001590074]
[365],[235.65327156187683]
[364],[235.43310833627547]
[360],[234.541815106607]
[359],[234.31638395433433]
[354],[233.1741189461063]
[353],[232.94272137454797]
[349],[232.00769223627773]
[348],[231.77163282550916]
[344],[230.81853748833268]
[343],[230.57810847403877]
[338],[229.36363168516365]
[337],[229.11835468546425]
[334],[228.37797956686094]
[333],[228.12971392101824]
[330],[227.38066671098917]
[329],[227.12960842555796]
[325],[226.11882259789067]
[324],[225.86454909086623]
[322],[225.35419489370642]
[321],[225.09813845684297]
[317],[224.0683316731032]
[316],[223.80954453756587]
[313],[223.0301676010615]
[312],[222.7694091433037]
[309],[221.98439731065295]
[308],[221.72185260119304]
[306],[221.19551964561222]
[305],[220.93175361919626]
[303],[220.40307728599916]
[302],[220.13818859674504]
[301],[219.87294712323794]
[301],[219.87294712323794]
[299],[219.34144783245947]
[298],[219.07521072130757]
[296],[218.54181239695495]
[295],[218.2746711249395]
[292],[217.47159563593485]
[291],[217.2033848473574]
[290],[216.93493000475397]
[289],[216.66624013087724]
[286],[215.8588481194707]
[285],[215.5893050813481]
[283],[215.0496498028759]
[282],[214.77955338296525]
[280],[214.23886113204927]
[279],[213.9682799845335]
[277],[213.42668286607815]
[276],[213.1556803719262]
[274],[212.61329963051995]
[273],[212.3419335835989]
[271],[211.79887897573892]
[270],[211.5272012689259]
[269],[211.25543014209862]
[268],[210.9835704352429]
[266],[210.43960342848422]
[265],[210.1675045840217]
[263],[209.6230954566084]
[262],[209.35079209688334]
[260],[208.80600311134623]
[259],[208.53352280679238]
[258],[208.2609883833331]
[257],[207.9884018079537]
[255],[207.44307864333675]
[254],[207.1703445504053]
[253],[206.89756329041526]
[252],[206.6247353694367]
[251],[206.35186098973074]
[252],[206.6247353694367]
[254],[207.1703445504053]
[257],[207.9884018079537]
[259],[208.53352280679238]
[262],[209.35079209688334]
[263],[209.6230954566084]
[264],[209.89533406266182]
[265],[210.1675045840217]
[267],[210.71162674653854]
[268],[210.9835704352429]
[270],[211.5272012689259]
[271],[211.79887897573892]
[272],[212.07045818462083]
[273],[212.3419335835989]
[272],[212.07045818462083]
[270],[211.5272012689259]
[269],[211.25543014209862]
[266],[210.43960342848422]
[265],[210.1675045840217]
[263],[209.6230954566084]
[262],[209.35079209688334]
[259],[208.53352280679238]
[258],[208.2609883833331]
[256],[207.7157647632068]
[254],[207.1703445504053]
[251],[206.35186098973074]
[249],[205.8059721208875]
[247],[205.2598920785476]
[246],[204.98677753456153]
[245],[204.71361114842645]
[244],[204.44039088723915]
[244],[204.44039088723915]
[243],[204.16711438328676]
[241],[203.62038147893495]
[240],[203.34691863418388]
[239],[203.07338665021453]
[237],[202.52609850700313]
[236],[202.2523330699248]
[235],[201.97847993020562]
[234],[201.70453353246253]
[234],[201.70453353246253]
[235],[201.97847993020562]
[236],[202.2523330699248]
[237],[202.52609850700313]
[238],[202.79978142713767]
[240],[203.34691863418388]
[242],[203.89377893017135]
[241],[203.62038147893495]
[240],[203.34691863418388]
[239],[203.07338665021453]
[236],[202.2523330699248]
[235],[201.97847993020562]
[233],[201.43048794775066]
[232],[201.156336869689]
[231],[200.88207361058463]
[230],[200.60769109755793]
[228],[200.05853806903397]
[227],[199.78375144696693]
[225],[199.23371472145456]
[224],[198.95844609568948]
[221],[198.13151937386712]
[220],[197.85546780139853]
[219],[197.57919264270654]
[218],[197.3026819004074]
[217],[197.0259231415537]
[216],[196.74890349375883]
[214],[196.19402782135379]
[213],[195.91614381989925]
[211],[195.35941013814036]
[210],[195.08052973972863]
[209],[194.80128571586513]
[207],[194.24164020785165]
[205],[193.6803356798317]
[204],[193.39901607321391]
[201],[192.55215913743857]
[200],[192.2688410196976]
[199],[191.98497219325296]
[198],[191.7005312131649]
[195],[190.84355318238482]
[194],[190.55659881885688]
[191],[189.6915139549761]
[190],[189.40166134608583]
[188],[188.81956324491134]
[187],[188.527263700826]
[185],[187.94002433426672]
[184],[187.64502711420428]
[182],[187.05212985746172]
[181],[186.75416900765293]
[179],[186.1550664960673]
[178],[185.85386053586882]
[176],[185.24797403714413]
[175],[184.94322564515056]
[173],[184.32994443157935]
[172],[184.02134013173594]
[170],[183.4000208524244]
[169],[183.08723070013926]
[167],[182.457196753232]
[166],[182.13987402148885]
[165],[181.82096043360207]
[164],[181.5004149263938]
[162],[180.85426067331517]
[161],[180.52856656147733]
[159],[179.87172603474104]
[158],[179.54049030356367]
[156],[178.87215961015707]
[155],[178.53497131158463]
[153],[177.8543103779165]
[152],[177.51074031666036]
[150],[176.8168722607856]
[149],[176.46647268043648]
[147],[175.7584831842808]
[146],[175.40078745342117]
[144],[174.67772413500657]
[143],[174.31224643332314]
[142],[173.94406341948604]
[141],[173.57311821899242]
[139],[172.82271008639458]
[138],[172.44312972003007]
[136],[171.67491721551005]
[135],[171.28616315801128]
[133],[170.49904896097806]
[132],[170.1005623472647]
[130],[169.29340814360629]
[129],[168.88460945489373]
[127],[168.0562353092016]
[126],[167.63652405911336]
[125],[167.21303817791116]
[124],[166.78570778690778]
[122],[165.919229957732]
[121],[165.47993874754255]
[120],[165.03651547576777]
[119],[164.58888622582688]
[118],[164.13697626193502]
[117],[163.68071002522788]
[115],[162.75480235926312]
[114],[162.28500566200393]
[113],[161.81054214817595]
[112],[161.3313320853909]
[111],[160.8472948949303]
[110],[160.35834914787011]
[109],[159.8644125612058]
[108],[159.36540199397714]
[107],[158.86123344339293]
[106],[158.35182204095605]
[105],[157.837082048588]
[104],[157.31692685475406]
[103],[156.79126897058802]
[102],[156.26002002601692]
[101],[155.723090765886]
[99],[154.63182982966592]
[98],[154.07731518298175]
[97],[153.5167542717976]
[96],[152.9500533574223]
[95],[152.37711779283197]
[94],[151.7978520187948]
[92],[150.61994302116238]
[91],[150.02110408318765]
[90],[149.41554349925673]
[89],[148.80316109097117]
[87],[147.55752540657198]
[86],[146.9240670808663]
[84],[145.6353497411434]
[83],[144.97987998340287]
[81],[143.64618424834498]
[80],[142.96774176342032]
[77],[140.88471641638006]
[76],[140.17410313385327]
[72],[137.24725577713394]
[71],[136.49386482610484]
[68],[134.1797682519377]
