X,Y
[486],[255.04867236891516]
[480],[252.11696228440417]
[479],[251.63220572560078]
[474],[249.23550356883027]
[473],[248.76273651742542]
[465],[245.0853334106747]
[464],[244.64088996195426]
[463],[244.2002802044168]
[462],[243.76363087225366]
[461],[243.3310658703091]
[457],[241.64402933707026]
[456],[241.23364690974142]
[456],[241.23364690974142]
[457],[241.64402933707026]
[458],[242.059073867567]
[467],[245.98520018020338]
[468],[246.4403557088914]
[476],[250.18809773796477]
[477],[250.6676034793005]
[486],[255.04867236891516]
[487],[255.53941780144726]
[494],[258.96576625047476]
[495],[259.45145039822785]
[504],[263.72229313821083]
[505],[264.18125322308845]
[511],[266.84080091101134]
[512],[267.26581262978254]
[521],[270.78706296784696]
[522],[271.1389616249595]
[531],[273.8593795238463]
[532],[274.105698740084]
[541],[275.7148946432459]
[542],[275.81908926776816]
[549],[276.06625662467343]
[550],[276.02757251979676]
[559],[274.7332553908233]
[560],[274.47575885376284]
[569],[270.99547432171823]
[570],[270.4701528669808]
[578],[265.15348635317207]
[579],[264.3412317877061]
[587],[256.54280826977595]
[588],[255.39635880287972]
[599],[239.98891766876625]
[590],[252.98218467742265]
[589],[254.2096960557261]
[582],[261.6937245627265]
[581],[262.611941917699]
[573],[268.71403714277733]
[572],[269.3299799165794]
[565],[272.8108281474284]
[564],[273.19581354003606]
[557],[275.1767070908114]
[556],[275.3636280437164]
[547],[276.08596746455044]
[546],[276.06786798570795]
[541],[275.7148946432459]
[540],[275.59472271718334]
[534],[274.56047092678057]
[533],[274.33951903312084]
[526],[272.45293927314344]
[525],[272.13915242313817]
[517],[269.2955869343001]
[516],[268.9033206861674]
[509],[265.9740289296602]
[508],[265.53282872812235]
[501],[262.32374376418704]
[500],[261.8511790380504]
[493],[258.4787005346885]
[492],[257.99047401447535]
[488],[256.0302558878217]
[487],[255.53941780144726]
[486],[255.04867236891516]
[485],[254.55821682968292]
[479],[251.63220572560078]
[478],[251.1490289454565]
[472],[248.29253198299068]
[471],[247.8250430491304]
[464],[244.64088996195426]
[463],[244.2002802044168]
[455],[240.82803392764038]
[454],[240.42729504122474]
[447],[237.76683200868467]
[446],[237.40853680553812]
[440],[235.38109751530067]
[439],[235.06425804103094]
[434],[233.57424132093422]
[433],[233.29547495722966]
[425],[231.3043827384696]
[424],[231.08598400461472]
[417],[229.75160611877766]
[416],[229.5890284682515]
[413],[229.14374070330143]
[412],[229.00949731722233]
[411],[228.88236094912065]
[405],[228.2689839621886]
[404],[228.1916565388393]
[403],[228.12143225889315]
[402],[228.05830292346093]
[399],[227.9113779820433]
[398],[227.87651375574262]
[395],[227.814026034138]
[394],[227.80716737568684]
[388],[227.91106773200102]
[387],[227.95230437030943]
[382],[228.2590905903204]
[381],[228.34031542529794]
[376],[228.84358311765038]
[377],[228.7301201731717]
[376],[228.84358311765038]
[373],[229.22167196166595]
[372],[229.36010818488933]
[370],[229.65529119527503]
[369],[229.81193456367885]
[366],[230.31743062084172]
[375],[228.9633608645746]
[376],[228.84358311765038]
[385],[228.05500282734522]
[386],[228.0002939193729]
[395],[227.814026034138]
[396],[227.8278563434484]
[395],[227.814026034138]
[381],[228.34031542529794]
[380],[228.42807253950298]
[371],[229.50466499603192]
[370],[229.65529119527503]
[361],[231.27511260140193]
[360],[231.4834022246315]
[348],[234.3891478445222]
[347],[234.66314374449905]
[338],[237.32661309306752]
[337],[237.64316609649188]
[326],[241.3627314057104]
[325],[241.72047274609997]
[315],[245.4462590531358]
[314],[245.83195808122684]
[303],[250.19446318177063]
[302],[250.5999472914906]
[293],[254.29224440088626]
[292],[254.7059246867799]
[281],[259.26894766805265]
[280],[259.6831526058644]
[271],[263.38633626047533]
[270],[263.7939745026566]
[259],[268.20245374544913]
[258],[268.59509376019525]
[248],[272.4300090016018]
[247],[272.8035836871876]
[237],[276.429607799123]
[236],[276.7808110232652]
[226],[280.17473046137627]
[225],[280.5022780255448]
[216],[283.35567264470603]
[215],[283.6625389796054]
[205],[286.6296298696649]
[204],[286.91704588545565]
[201],[287.77048522818393]
[200],[288.05221510062677]
[199],[288.33266895727445]
[188],[291.3531414518966]
[187],[291.6238774532062]
[174],[295.15630105608545]
[173],[295.4329091891718]
[161],[298.89464008425875]
[160],[299.19953379323897]
[147],[303.5275538379047]
[146],[303.89523382471964]
[144],[304.64878724703823]
[143],[305.0351016026267]
[140],[306.2349131625289]
[139],[306.6492484500578]
