X,Y
[84],[349.25961670872186]
[83],[350.5798146084041]
[83],[350.5798146084041]
[84],[349.25961670872186]
[86],[346.69909636823917]
[86],[346.69909636823917]
[81],[353.30242824301047]
[80],[354.7057948831605]
[79],[356.13784314053765]
[78],[357.5990601950375]
[80],[354.7057948831605]
[81],[353.30242824301047]
[82],[351.9272607468463]
[83],[350.5798146084041]
[84],[349.25961670872186]
[85],[347.9661985764627]
[89],[343.0511158599438]
[90],[341.88473078430326]
[89],[343.0511158599438]
[88],[344.2420073720373]
[87],[345.4578508489367]
[87],[345.4578508489367]
[88],[344.2420073720373]
[87],[345.4578508489367]
[86],[346.69909636823917]
[88],[344.2420073720373]
[89],[343.0511158599438]
[90],[341.88473078430326]
[91],[340.742411146331]
[92],[339.623720457134]
[91],[340.742411146331]
[92],[339.623720457134]
[93],[338.52822671803534]
[94],[337.4555024008974]
[95],[336.40512442844584]
[96],[335.37667415459373]
[97],[334.369737344765]
[98],[333.3839041562177]
[99],[332.41876911836937]
[100],[331.47393111311897]
[99],[332.41876911836937]
[99],[332.41876911836937]
[100],[331.47393111311897]
[101],[330.5489933551722]
[102],[329.64356337236427]
[105],[327.0404596368745]
[105],[327.0404596368745]
[106],[326.20922160690577]
[105],[327.0404596368745]
[106],[326.20922160690577]
[107],[325.3955929995335]
[106],[326.20922160690577]
[107],[325.3955929995335]
[108],[324.5992068081726]
[109],[323.81970020163317]
[110],[323.05671450444663]
[111],[322.3098951771883]
[111],[322.3098951771883]
[113],[320.8633580369189]
[111],[322.3098951771883]
[110],[323.05671450444663]
[109],[323.81970020163317]
[109],[323.81970020163317]
[110],[323.05671450444663]
[109],[323.81970020163317]
[107],[325.3955929995335]
[106],[326.20922160690577]
[106],[326.20922160690577]
[107],[325.3955929995335]
[107],[325.3955929995335]
[108],[324.5992068081726]
[109],[323.81970020163317]
[108],[324.5992068081726]
[107],[325.3955929995335]
[109],[323.81970020163317]
[112],[321.5788917968008]
[113],[320.8633580369189]
[114],[320.16295164819246]
[114],[320.16295164819246]
[115],[319.4773344386109]
[117],[318.14913495747805]
[117],[318.14913495747805]
[119],[316.8761344565227]
[121],[315.6557714568981]
[120],[316.2595308920422]
[120],[316.2595308920422]
[119],[316.8761344565227]
[118],[317.5058964115154]
[119],[316.8761344565227]
[123],[314.48554750826935]
[123],[314.48554750826935]
[124],[313.9184739917571]
[124],[313.9184739917571]
[123],[314.48554750826935]
[122],[315.0645458095205]
[121],[315.6557714568981]
[120],[316.2595308920422]
[122],[315.0645458095205]
[120],[316.2595308920422]
[119],[316.8761344565227]
[119],[316.8761344565227]
[121],[315.6557714568981]
[122],[315.0645458095205]
[124],[313.9184739917571]
[125],[313.3630265591744]
[125],[313.3630265591744]
[126],[312.8189103506122]
[126],[312.8189103506122]
[127],[312.28583432738657]
[127],[312.28583432738657]
[126],[312.8189103506122]
[127],[312.28583432738657]
[128],[311.7635112523619]
[129],[311.25165767027494]
[129],[311.25165767027494]
[130],[310.7499938880589]
[131],[310.25824395516656]
[130],[310.7499938880589]
[130],[310.7499938880589]
[131],[310.25824395516656]
[133],[309.3034004297069]
[134],[308.8397734715596]
[134],[308.8397734715596]
[133],[309.3034004297069]
[134],[308.8397734715596]
[136],[307.9388032586065]
[137],[307.5009485620826]
[138],[307.07117919881006]
[138],[307.07117919881006]
[139],[306.6492484500578]
[140],[306.2349131625289]
[140],[306.2349131625289]
[139],[306.6492484500578]
[138],[307.07117919881006]
[138],[307.07117919881006]
[139],[306.6492484500578]
[140],[306.2349131625289]
[140],[306.2349131625289]
[142],[305.42807406706805]
[144],[304.64878724703823]
[144],[304.64878724703823]
[144],[304.64878724703823]
[145],[304.26890537903347]
[145],[304.26890537903347]
[146],[303.89523382471964]
[147],[303.5275538379047]
[148],[303.16565008042147]
[149],[302.8093106024505]
[150],[302.4583268228448]
[150],[302.4583268228448]
[151],[302.11249350945275]
[150],[302.4583268228448]
[149],[302.8093106024505]
[148],[303.16565008042147]
[147],[303.5275538379047]
[140],[306.2349131625289]
[139],[306.6492484500578]
[137],[307.5009485620826]
[137],[307.5009485620826]
[138],[307.07117919881006]
[142],[305.42807406706805]
[141],[305.82793372868497]
[142],[305.42807406706805]
[143],[305.0351016026267]
[143],[305.0351016026267]
[142],[305.42807406706805]
[141],[305.82793372868497]
[141],[305.82793372868497]
[140],[306.2349131625289]
[140],[306.2349131625289]
[141],[305.82793372868497]
[145],[304.26890537903347]
[145],[304.26890537903347]
[144],[304.64878724703823]
[145],[304.26890537903347]
[148],[303.16565008042147]
[149],[302.8093106024505]
[157],[300.1345774341879]
[157],[300.1345774341879]
[156],[300.45363276091007]
[156],[300.45363276091007]
[157],[300.1345774341879]
[158],[299.8193280677024]
[161],[298.89464008425875]
[160],[299.19953379323897]
[161],[298.89464008425875]
[164],[297.99794564801994]
[165],[297.704498094031]
[166],[297.4135110236666]
[167],[297.12483011274514]
[169],[296.5537845253282]
[169],[296.5537845253282]
[170],[296.27112619426634]
[172],[295.7108265165706]
[173],[295.4329091891718]
[187],[291.6238774532062]
[188],[291.3531414518966]
[200],[288.05221510062677]
[79],[356.13784314053765]
[78],[357.5990601950375]
[78],[357.5990601950375]
[79],[356.13784314053765]
[79],[356.13784314053765]
[78],[357.5990601950375]
[78],[357.5990601950375]
[79],[356.13784314053765]
[79],[356.13784314053765]
[80],[354.7057948831605]
[80],[354.7057948831605]
[79],[356.13784314053765]
[77],[359.08993795288586]
[76],[360.6109730663147]
[76],[360.6109730663147]
[75],[362.1626669532387]
[76],[360.6109730663147]
[75],[362.1626669532387]
[74],[363.7455258169315]
[74],[363.7455258169315]
[75],[362.1626669532387]
[75],[362.1626669532387]
[76],[360.6109730663147]
[76],[360.6109730663147]
[75],[362.1626669532387]
[74],[363.7455258169315]
[74],[363.7455258169315]
[73],[365.3600606657017]
[71],[368.68622649494046]
[70],[370.398903694287]
[71],[368.68622649494046]
[72],[367.0067873325688]
[73],[365.3600606657017]
[73],[365.3600606657017]
[70],[370.398903694287]
[69],[372.1453493558194]
[69],[372.1453493558194]
[69],[372.1453493558194]
[71],[368.68622649494046]
[74],[363.7455258169315]
[75],[362.1626669532387]
[76],[360.6109730663147]
[75],[362.1626669532387]
[75],[362.1626669532387]
[76],[360.6109730663147]
[77],[359.08993795288586]
[76],[360.6109730663147]
[76],[360.6109730663147]
[75],[362.1626669532387]
[74],[363.7455258169315]
[73],[365.3600606657017]
[74],[363.7455258169315]
[71],[368.68622649494046]
[72],[367.0067873325688]
[73],[365.3600606657017]
[74],[363.7455258169315]
[73],[365.3600606657017]
[75],[362.1626669532387]
[76],[360.6109730663147]
[75],[362.1626669532387]
[72],[367.0067873325688]
[72],[367.0067873325688]
[71],[368.68622649494046]
[72],[367.0067873325688]
[73],[365.3600606657017]
[74],[363.7455258169315]
[72],[367.0067873325688]
[71],[368.68622649494046]
[70],[370.398903694287]
[70],[370.398903694287]
[71],[368.68622649494046]
[72],[367.0067873325688]
[72],[367.0067873325688]
[71],[368.68622649494046]
[70],[370.398903694287]
[70],[370.398903694287]
[71],[368.68622649494046]
[72],[367.0067873325688]
[73],[365.3600606657017]
[72],[367.0067873325688]
[70],[370.398903694287]
[70],[370.398903694287]
[68],[373.92609880816434]
[69],[372.1453493558194]
[70],[370.398903694287]
[70],[370.398903694287]
[71],[368.68622649494046]
[69],[372.1453493558194]
[66],[377.5926750349364]
[68],[373.92609880816434]
[68],[373.92609880816434]
[67],[375.74169230304096]
[66],[377.5926750349364]
[65],[379.479597160783]
[65],[379.479597160783]
[64],[381.40301381963354]
[63],[383.3634851523383]
[61],[387.3978575297528]
[62],[385.36157632122035]
[62],[385.36157632122035]
[63],[383.3634851523383]
[63],[383.3634851523383]
[64],[381.40301381963354]
[67],[375.74169230304096]
[68],[373.92609880816434]
[67],[375.74169230304096]
[65],[379.479597160783]
[66],[377.5926750349364]
[67],[375.74169230304096]
[68],[373.92609880816434]
[68],[373.92609880816434]
[67],[375.74169230304096]
[68],[373.92609880816434]
[68],[373.92609880816434]
[69],[372.1453493558194]
[70],[370.398903694287]
[70],[370.398903694287]
[71],[368.68622649494046]
[72],[367.0067873325688]
[71],[368.68622649494046]
[70],[370.398903694287]
[70],[370.398903694287]
[72],[367.0067873325688]
[70],[370.398903694287]
[67],[375.74169230304096]
[66],[377.5926750349364]
[67],[375.74169230304096]
[66],[377.5926750349364]
[66],[377.5926750349364]
[65],[379.479597160783]
[62],[385.36157632122035]
[62],[385.36157632122035]
[64],[381.40301381963354]
[65],[379.479597160783]
[66],[377.5926750349364]
[67],[375.74169230304096]
[68],[373.92609880816434]
[67],[375.74169230304096]
[66],[377.5926750349364]
[65],[379.479597160783]
[64],[381.40301381963354]
[64],[381.40301381963354]
[67],[375.74169230304096]
[68],[373.92609880816434]
[67],[375.74169230304096]
[66],[377.5926750349364]
[64],[381.40301381963354]
[65],[379.479597160783]
[66],[377.5926750349364]
[65],[379.479597160783]
[66],[377.5926750349364]
[69],[372.1453493558194]
[70],[370.398903694287]
[70],[370.398903694287]
[69],[372.1453493558194]
[65],[379.479597160783]
[67],[375.74169230304096]
[68],[373.92609880816434]
[69],[372.1453493558194]
[70],[370.398903694287]
[69],[372.1453493558194]
[70],[370.398903694287]
[69],[372.1453493558194]
[66],[377.5926750349364]
[64],[381.40301381963354]
[64],[381.40301381963354]
[65],[379.479597160783]
[64],[381.40301381963354]
[65],[379.479597160783]
[66],[377.5926750349364]
[67],[375.74169230304096]
[68],[373.92609880816434]
[67],[375.74169230304096]
[67],[375.74169230304096]
[68],[373.92609880816434]
[69],[372.1453493558194]
[69],[372.1453493558194]
[70],[370.398903694287]
[73],[365.3600606657017]
[72],[367.0067873325688]
[71],[368.68622649494046]
[72],[367.0067873325688]
[71],[368.68622649494046]
[70],[370.398903694287]
[70],[370.398903694287]
[71],[368.68622649494046]
[71],[368.68622649494046]
[73],[365.3600606657017]
[72],[367.0067873325688]
[69],[372.1453493558194]
[68],[373.92609880816434]
[66],[377.5926750349364]
[66],[377.5926750349364]
[67],[375.74169230304096]
[69],[372.1453493558194]
[68],[373.92609880816434]
[68],[373.92609880816434]
[67],[375.74169230304096]
[66],[377.5926750349364]
[65],[379.479597160783]
[67],[375.74169230304096]
[67],[375.74169230304096]
[65],[379.479597160783]
[68],[373.92609880816434]
[70],[370.398903694287]
[71],[368.68622649494046]
[71],[368.68622649494046]
[70],[370.398903694287]
[68],[373.92609880816434]
[69],[372.1453493558194]
[70],[370.398903694287]
[70],[370.398903694287]
[66],[377.5926750349364]
[67],[375.74169230304096]
[67],[375.74169230304096]
[66],[377.5926750349364]
[66],[377.5926750349364]
[65],[379.479597160783]
[65],[379.479597160783]
[64],[381.40301381963354]
[63],[383.3634851523383]
[63],[383.3634851523383]
[62],[385.36157632122035]
[60],[389.47290404223395]
[62],[385.36157632122035]
[63],[383.3634851523383]
[61],[387.3978575297528]
[62],[385.36157632122035]
[60],[389.47290404223395]
[60],[389.47290404223395]
[59],[391.5872962034642]
[58],[393.7416194584221]
[59],[391.5872962034642]
[59],[391.5872962034642]
[57],[395.93646437194036]
[58],[393.7416194584221]
[57],[395.93646437194036]
[57],[395.93646437194036]
[56],[398.17242664838244]
[56],[398.17242664838244]
[55],[400.4501071513182]
[55],[400.4501071513182]
[54],[402.77011192320066]
[54],[402.77011192320066]
[53],[405.1330522050419]
[52],[407.5395444560892]
[52],[407.5395444560892]
[50],[412.48567691202584]
[50],[412.48567691202584]
[48],[417.6135460773922]
[48],[417.6135460773922]
[47],[420.2472290787522]
[47],[420.2472290787522]
[46],[422.92827348961214]
[46],[422.92827348961214]
[46],[422.92827348961214]
[47],[420.2472290787522]
[47],[420.2472290787522]
[48],[417.6135460773922]
[48],[417.6135460773922]
[49],[415.02657630367247]
[49],[415.02657630367247]
[50],[412.48567691202584]
[50],[412.48567691202584]
[51],[409.9902103735017]
[51],[409.9902103735017]
[52],[407.5395444560892]
[52],[407.5395444560892]
[53],[405.1330522050419]
[53],[405.1330522050419]
[54],[402.77011192320066]
[54],[402.77011192320066]
[55],[400.4501071513182]
[55],[400.4501071513182]
[57],[395.93646437194036]
[57],[395.93646437194036]
[58],[393.7416194584221]
[58],[393.7416194584221]
[59],[391.5872962034642]
[59],[391.5872962034642]
[60],[389.47290404223395]
[60],[389.47290404223395]
[61],[387.3978575297528]
[61],[387.3978575297528]
[62],[385.36157632122035]
[62],[385.36157632122035]
[63],[383.3634851523383]
[63],[383.3634851523383]
[64],[381.40301381963354]
[64],[381.40301381963354]
[66],[377.5926750349364]
[66],[377.5926750349364]
[67],[375.74169230304096]
[67],[375.74169230304096]
[68],[373.92609880816434]
[68],[373.92609880816434]
[69],[372.1453493558194]
[69],[372.1453493558194]
[70],[370.398903694287]
[70],[370.398903694287]
[71],[368.68622649494046]
[71],[368.68622649494046]
[72],[367.0067873325688]
[72],[367.0067873325688]
[73],[365.3600606657017]
[73],[365.3600606657017]
[74],[363.7455258169315]
[74],[363.7455258169315]
[75],[362.1626669532387]
[75],[362.1626669532387]
[76],[360.6109730663147]
[76],[360.6109730663147]
[77],[359.08993795288586]
[77],[359.08993795288586]
[78],[357.5990601950375]
[78],[357.5990601950375]
[79],[356.13784314053765]
[80],[354.7057948831605]
[80],[354.7057948831605]
[81],[353.30242824301047]
[81],[353.30242824301047]
[82],[351.9272607468463]
[81],[353.30242824301047]
[81],[353.30242824301047]
[83],[350.5798146084041]
[82],[351.9272607468463]
[82],[351.9272607468463]
[83],[350.5798146084041]
[83],[350.5798146084041]
[84],[349.25961670872186]
[84],[349.25961670872186]
[83],[350.5798146084041]
[84],[349.25961670872186]
[85],[347.9661985764627]
[85],[347.9661985764627]
[84],[349.25961670872186]
[85],[347.9661985764627]
[84],[349.25961670872186]
[84],[349.25961670872186]
[85],[347.9661985764627]
[84],[349.25961670872186]
[86],[346.69909636823917]
[88],[344.2420073720373]
[89],[343.0511158599438]
[89],[343.0511158599438]
[88],[344.2420073720373]
[88],[344.2420073720373]
[87],[345.4578508489367]
[87],[345.4578508489367]
[86],[346.69909636823917]
[86],[346.69909636823917]
[84],[349.25961670872186]
[85],[347.9661985764627]
[85],[347.9661985764627]
[86],[346.69909636823917]
[87],[345.4578508489367]
[87],[345.4578508489367]
[88],[344.2420073720373]
[88],[344.2420073720373]
[89],[343.0511158599438]
[88],[344.2420073720373]
[88],[344.2420073720373]
[90],[341.88473078430326]
[90],[341.88473078430326]
[89],[343.0511158599438]
[89],[343.0511158599438]
[90],[341.88473078430326]
[90],[341.88473078430326]
[91],[340.742411146331]
[91],[340.742411146331]
[92],[339.623720457134]
[92],[339.623720457134]
[93],[338.52822671803534]
[93],[338.52822671803534]
[95],[336.40512442844584]
[95],[336.40512442844584]
[97],[334.369737344765]
[98],[333.3839041562177]
[98],[333.3839041562177]
[100],[331.47393111311897]
[101],[330.5489933551722]
[107],[325.3955929995335]
[108],[324.5992068081726]
[109],[323.81970020163317]
[110],[323.05671450444663]
[127],[312.28583432738657]
[128],[311.7635112523619]
[136],[307.9388032586065]
[137],[307.5009485620826]
[139],[306.6492484500578]
[140],[306.2349131625289]
[148],[303.16565008042147]
[140],[306.2349131625289]
[139],[306.6492484500578]
[140],[306.2349131625289]
[144],[304.64878724703823]
[143],[305.0351016026267]
[143],[305.0351016026267]
[142],[305.42807406706805]
[142],[305.42807406706805]
[141],[305.82793372868497]
[139],[306.6492484500578]
[139],[306.6492484500578]
[137],[307.5009485620826]
[136],[307.9388032586065]
[135],[308.38499359222305]
[135],[308.38499359222305]
[135],[308.38499359222305]
[134],[308.8397734715596]
[133],[309.3034004297069]
[132],[309.77613564389435]
[132],[309.77613564389435]
[130],[310.7499938880589]
[129],[311.25165767027494]
[128],[311.7635112523619]
[128],[311.7635112523619]
[126],[312.8189103506122]
[125],[313.3630265591744]
[125],[313.3630265591744]
[124],[313.9184739917571]
[125],[313.3630265591744]
[126],[312.8189103506122]
[128],[311.7635112523619]
[131],[310.25824395516656]
[130],[310.7499938880589]
[129],[311.25165767027494]
[128],[311.7635112523619]
[127],[312.28583432738657]
[126],[312.8189103506122]
[125],[313.3630265591744]
[121],[315.6557714568981]
[120],[316.2595308920422]
[119],[316.8761344565227]
[116],[318.8061722538264]
[115],[319.4773344386109]
[115],[319.4773344386109]
[116],[318.8061722538264]
[114],[320.16295164819246]
[114],[320.16295164819246]
[113],[320.8633580369189]
[112],[321.5788917968008]
[108],[324.5992068081726]
[107],[325.3955929995335]
[108],[324.5992068081726]
[109],[323.81970020163317]
[109],[323.81970020163317]
[110],[323.05671450444663]
[111],[322.3098951771883]
[112],[321.5788917968008]
[112],[321.5788917968008]
[112],[321.5788917968008]
[111],[322.3098951771883]
[110],[323.05671450444663]
[109],[323.81970020163317]
[108],[324.5992068081726]
[107],[325.3955929995335]
[108],[324.5992068081726]
[107],[325.3955929995335]
[104],[327.8896782910982]
[103],[328.757252985984]
[104],[327.8896782910982]
[104],[327.8896782910982]
[105],[327.0404596368745]
[106],[326.20922160690577]
[107],[325.3955929995335]
[110],[323.05671450444663]
[109],[323.81970020163317]
[108],[324.5992068081726]
[106],[326.20922160690577]
[105],[327.0404596368745]
[107],[325.3955929995335]
[108],[324.5992068081726]
[108],[324.5992068081726]
[107],[325.3955929995335]
[108],[324.5992068081726]
[106],[326.20922160690577]
[105],[327.0404596368745]
[104],[327.8896782910982]
[105],[327.0404596368745]
[104],[327.8896782910982]
[97],[334.369737344765]
[96],[335.37667415459373]
[98],[333.3839041562177]
[95],[336.40512442844584]
[94],[337.4555024008974]
[94],[337.4555024008974]
[93],[338.52822671803534]
[92],[339.623720457134]
[92],[339.623720457134]
[93],[338.52822671803534]
[94],[337.4555024008974]
[94],[337.4555024008974]
[92],[339.623720457134]
[91],[340.742411146331]
[91],[340.742411146331]
[90],[341.88473078430326]
[89],[343.0511158599438]
[89],[343.0511158599438]
[88],[344.2420073720373]
[87],[345.4578508489367]
[87],[345.4578508489367]
[85],[347.9661985764627]
[85],[347.9661985764627]
[84],[349.25961670872186]
[84],[349.25961670872186]
[85],[347.9661985764627]
[84],[349.25961670872186]
[84],[349.25961670872186]
[83],[350.5798146084041]
[83],[350.5798146084041]
[81],[353.30242824301047]
[82],[351.9272607468463]
[81],[353.30242824301047]
[80],[354.7057948831605]
[79],[356.13784314053765]
[80],[354.7057948831605]
[81],[353.30242824301047]
[80],[354.7057948831605]
[130],[310.7499938880589]
[129],[311.25165767027494]
[130],[310.7499938880589]
[141],[305.82793372868497]
[142],[305.42807406706805]
[142],[305.42807406706805]
[143],[305.0351016026267]
[151],[302.11249350945275]
[152],[301.7716087594431]
[163],[298.2940110439921]
[164],[297.99794564801994]
[176],[294.60649219348807]
[177],[294.3330384973473]
[188],[291.3531414518966]
[189],[291.08204430005753]
[199],[288.33266895727445]
[200],[288.05221510062677]
[207],[286.0500820236216]
[208],[285.7578542376059]
[217],[283.04682999112845]
[218],[282.7359853470475]
[227],[279.84503799475397]
[228],[279.5131941785611]
[237],[276.429607799123]
[238],[276.0762852915276]
[248],[272.4300090016018]
[249],[272.0545363678267]
[256],[269.37568633872377]
[257],[268.98618483970574]
[259],[268.20245374544913]
[260],[267.8083066450105]
[259],[268.20245374544913]
[260],[267.8083066450105]
[261],[267.412695493039]
[268],[264.6062785339544]
[269],[264.2006398598486]
[271],[263.38633626047533]
[272],[262.97777989958047]
[273],[262.56836113474594]
[278],[260.51034518424206]
[277],[260.92320842705647]
[276],[261.33550137861187]
[277],[260.92320842705647]
[281],[259.26894766805265]
[282],[258.85442119513266]
[283],[258.4396373046733]
[284],[258.0246608463068]
[282],[258.85442119513266]
[280],[259.6831526058644]
[289],[255.94920853795895]
[290],[255.5344770305752]
[299],[251.82301488100313]
[300],[251.41429798230286]
[310],[247.39471217562016]
[311],[247.00118526693507]
[319],[243.92575698749772]
[320],[243.55159521363623]
[331],[239.6207132542014]
[332],[239.2821880048674]
[341],[236.40080631602052]
[342],[236.1004016227863]
[352],[233.3403613025231]
[353],[233.09030775380336]
[363],[230.87510761496344]
[364],[230.68351242092933]
[374],[229.08940648737928]
[375],[228.9633608645746]
[385],[228.05500282734522]
[386],[228.0002939193729]
[395],[227.814026034138]
[396],[227.8278563434484]
[406],[228.3534210593849]
[407],[228.4449726727713]
[417],[229.75160611877766]
[418],[229.92123450836664]
[425],[231.3043827384696]
[426],[231.52964108215258]
[436],[234.1511759037063]
[437],[234.44923650021667]
[446],[237.40853680553812]
[447],[237.76683200868467]
[454],[240.42729504122474]
[455],[240.82803392764038]
[464],[244.64088996195426]
[465],[245.0853334106747]
[473],[248.76273651742542]
[474],[249.23550356883027]
[483],[253.57894799926237]
[484],[254.06824514134007]
[486],[255.04867236891516]
[487],[255.53941780144726]
[488],[256.0302558878217]
[494],[258.96576625047476]
[495],[259.45145039822785]
[502],[262.7932841749713]
[503],[263.25955144151123]
[513],[267.6848618500568]
[514],[268.09765909700184]
[522],[271.1389616249595]
[523],[271.481829082653]
[532],[274.105698740084]
[533],[274.33951903312084]
[543],[275.90689854622326]
[544],[275.9779100503507]
[553],[275.7908677972024]
[554],[275.6702395090939]
[561],[274.1937634813745]
[562],[273.88677457320375]
[571],[269.91516911923065]
[572],[269.3299799165794]
[580],[263.4942464623797]
[581],[262.611941917699]
[588],[255.39635880287972]
[589],[254.2096960557261]
[594],[247.65075962339836]
[595],[246.20928833888104]
[596],[244.72304415008114]
[595],[246.20928833888104]
[594],[247.65075962339836]
[591],[251.71318400857274]
[590],[252.98218467742265]
[589],[254.2096960557261]
[588],[255.39635880287972]
[587],[256.54280826977595]
[586],[257.6496745184246]
[585],[258.7175823416561]
[582],[261.6937245627265]
[581],[262.611941917699]
[575],[267.38767352685466]
[574],[268.06678770753535]
[569],[270.99547432171823]
[568],[271.4916717106404]
[560],[274.47575885376284]
[559],[274.7332553908233]
[554],[275.6702395090939]
[553],[275.7908677972024]
[545],[276.0317069484496]
[544],[275.9779100503507]
[539],[275.4589771700099]
[538],[275.3080573377662]
[529],[273.3307013111822]
[528],[273.0490604108378]
[521],[270.78706296784696]
[520],[270.4264576127822]
[513],[267.6848618500568]
[512],[267.26581262978254]
[511],[266.84080091101134]
[510],[266.41011237511304]
[509],[265.9740289296602]
[506],[264.63617201811724]
[505],[264.18125322308845]
[504],[263.72229313821083]
[503],[263.25955144151123]
[498],[260.8979540898341]
[497],[260.4177737190954]
[494],[258.96576625047476]
[493],[258.4787005346885]
[492],[257.99047401447535]
[487],[255.53941780144726]
