coors
"(147, 287.7085758044923)"
"(67, 377.8902388797851)"
"(68, 375.9781449168081)"
"(68, 375.9781449168081)"
"(69, 374.0941925844216)"
"(69, 374.0941925844216)"
"(70, 372.23800309542617)"
"(70, 372.23800309542617)"
"(69, 374.0941925844216)"
"(68, 375.9781449168081)"
"(67, 377.8902388797851)"
"(68, 375.9781449168081)"
"(71, 370.40920101663755)"
"(72, 368.6074142553589)"
"(72, 368.6074142553589)"
"(73, 366.8322740458542)"
"(73, 366.8322740458542)"
"(74, 365.08341493582174)"
"(73, 366.8322740458542)"
"(71, 370.40920101663755)"
"(71, 370.40920101663755)"
"(72, 368.6074142553589)"
"(73, 366.8322740458542)"
"(74, 365.08341493582174)"
"(73, 366.8322740458542)"
"(72, 368.6074142553589)"
"(70, 372.23800309542617)"
"(71, 370.40920101663755)"
"(72, 368.6074142553589)"
"(73, 366.8322740458542)"
"(72, 368.6074142553589)"
"(73, 366.8322740458542)"
"(74, 365.08341493582174)"
"(75, 363.36047477286695)"
"(76, 361.6630946909758)"
"(77, 359.9909190969879)"
"(76, 361.6630946909758)"
"(77, 359.9909190969879)"
"(78, 358.3435956570697)"
"(78, 358.3435956570697)"
"(77, 359.9909190969879)"
"(78, 358.3435956570697)"
"(79, 356.7207752831879)"
"(78, 358.3435956570697)"
"(78, 358.3435956570697)"
"(79, 356.7207752831879)"
"(79, 356.7207752831879)"
"(74, 365.08341493582174)"
"(73, 366.8322740458542)"
"(74, 365.08341493582174)"
"(76, 361.6630946909758)"
"(77, 359.9909190969879)"
"(79, 356.7207752831879)"
"(81, 353.5472635292383)"
"(81, 353.5472635292383)"
"(84, 348.9622268247761)"
"(84, 348.9622268247761)"
"(83, 350.4676555328538)"
"(82, 351.99589008036276)"
"(82, 351.99589008036276)"
"(80, 355.12211211958197)"
"(79, 356.7207752831879)"
"(79, 356.7207752831879)"
"(78, 358.3435956570697)"
"(78, 358.3435956570697)"
"(79, 356.7207752831879)"
"(80, 355.12211211958197)"
"(81, 353.5472635292383)"
"(81, 353.5472635292383)"
"(82, 351.99589008036276)"
"(82, 351.99589008036276)"
"(83, 350.4676555328538)"
"(83, 350.4676555328538)"
"(85, 347.47927405883365)"
"(86, 346.01847048884235)"
"(87, 344.5794925062042)"
"(88, 343.1620196263796)"
"(88, 343.1620196263796)"
"(91, 339.03547333521124)"
"(92, 337.7008780289832)"
"(92, 337.7008780289832)"
"(93, 336.38623179031447)"
"(93, 336.38623179031447)"
"(90, 340.3903227761464)"
"(89, 341.7657344753611)"
"(89, 341.7657344753611)"
"(90, 340.3903227761464)"
"(92, 337.7008780289832)"
"(94, 335.09123259495516)"
"(96, 332.5589823704937)"
"(98, 330.101771505539)"
"(98, 330.101771505539)"
"(99, 328.90058271752787)"
"(99, 328.90058271752787)"
"(100, 327.7172919706813)"
"(101, 326.55161816228406)"
"(102, 325.4032831243041)"
"(102, 325.4032831243041)"
"(103, 324.27201160986635)"
"(105, 322.0595726887389)"
"(105, 322.0595726887389)"
"(103, 324.27201160986635)"
"(103, 324.27201160986635)"
"(102, 325.4032831243041)"
"(101, 326.55161816228406)"
"(99, 328.90058271752787)"
"(99, 328.90058271752787)"
"(100, 327.7172919706813)"
"(102, 325.4032831243041)"
"(103, 324.27201160986635)"
"(104, 323.15753127972545)"
"(105, 322.0595726887389)"
"(106, 320.97786927234034)"
"(106, 320.97786927234034)"
"(107, 319.91215733301306)"
"(107, 319.91215733301306)"
"(108, 318.86217602676277)"
"(109, 317.82766734959074)"
"(110, 316.80837612396743)"
"(110, 316.80837612396743)"
"(110, 316.80837612396743)"
"(109, 317.82766734959074)"
"(110, 316.80837612396743)"
"(111, 315.8040499853056)"
"(111, 315.8040499853056)"
"(112, 314.81443936843294)"
"(113, 313.8392974940657)"
"(113, 313.8392974940657)"
"(112, 314.81443936843294)"
"(111, 315.8040499853056)"
"(110, 316.80837612396743)"
"(109, 317.82766734959074)"
"(108, 318.86217602676277)"
"(106, 320.97786927234034)"
"(107, 319.91215733301306)"
"(110, 316.80837612396743)"
"(111, 315.8040499853056)"
"(112, 314.81443936843294)"
"(112, 314.81443936843294)"
"(113, 313.8392974940657)"
"(114, 312.87838035528216)"
"(114, 312.87838035528216)"
"(113, 313.8392974940657)"
"(114, 312.87838035528216)"
"(115, 311.9314467039952)"
"(117, 310.07857858457663)"
"(117, 310.07857858457663)"
"(118, 309.17217529270437)"
"(118, 309.17217529270437)"
"(120, 307.3982784910291)"
"(119, 308.27881781379347)"
"(118, 309.17217529270437)"
"(118, 309.17217529270437)"
"(119, 308.27881781379347)"
"(121, 306.53033234527066)"
"(122, 305.6747570615249)"
"(122, 305.6747570615249)"
"(123, 304.83133297541895)"
"(123, 304.83133297541895)"
"(125, 303.180072910575)"
"(123, 304.83133297541895)"
"(122, 305.6747570615249)"
"(120, 307.3982784910291)"
"(119, 308.27881781379347)"
"(120, 307.3982784910291)"
"(121, 306.53033234527066)"
"(120, 307.3982784910291)"
"(119, 308.27881781379347)"
"(118, 309.17217529270437)"
"(117, 310.07857858457663)"
"(118, 309.17217529270437)"
"(119, 308.27881781379347)"
"(120, 307.3982784910291)"
"(124, 303.9998430596731)"
"(125, 303.180072910575)"
"(125, 303.180072910575)"
"(126, 302.37181073445197)"
"(127, 301.5748473341446)"
"(126, 302.37181073445197)"
"(125, 303.180072910575)"
"(125, 303.180072910575)"
"(126, 302.37181073445197)"
"(128, 300.7889760954797)"
"(130, 299.249696480157)"
"(130, 299.249696480157)"
"(131, 298.49588766834347)"
"(132, 297.7523701208082)"
"(132, 297.7523701208082)"
"(131, 298.49588766834347)"
"(132, 297.7523701208082)"
"(132, 297.7523701208082)"
"(132, 297.7523701208082)"
"(131, 298.49588766834347)"
"(132, 297.7523701208082)"
"(133, 297.01894993540725)"
"(134, 296.29543571182336)"
"(135, 295.5816385380371)"
"(132, 297.7523701208082)"
"(131, 298.49588766834347)"
"(131, 298.49588766834347)"
"(130, 299.249696480157)"
"(129, 300.0139929737443)"
"(130, 299.249696480157)"
"(131, 298.49588766834347)"
"(132, 297.7523701208082)"
"(133, 297.01894993540725)"
"(134, 296.29543571182336)"
"(134, 296.29543571182336)"
"(135, 295.5816385380371)"
"(134, 296.29543571182336)"
"(134, 296.29543571182336)"
"(135, 295.5816385380371)"
"(136, 294.8773719768015)"
"(137, 294.1824520521142)"
"(139, 292.8199284334407)"
"(140, 292.1519689719345)"
"(141, 291.49264458488244)"
"(142, 290.84178339960613)"
"(143, 290.1992159235108)"
"(144, 289.5647750305592)"
"(145, 288.9382959477446)"
"(145, 288.9382959477446)"
"(142, 290.84178339960613)"
"(141, 291.49264458488244)"
"(142, 290.84178339960613)"
"(141, 291.49264458488244)"
"(141, 291.49264458488244)"
"(142, 290.84178339960613)"
"(143, 290.1992159235108)"
"(144, 289.5647750305592)"
"(144, 289.5647750305592)"
"(145, 288.9382959477446)"
"(144, 289.5647750305592)"
"(143, 290.1992159235108)"
"(143, 290.1992159235108)"
"(140, 292.1519689719345)"
"(138, 293.4966972356915)"
"(137, 294.1824520521142)"
"(136, 294.8773719768015)"
"(135, 295.5816385380371)"
"(134, 296.29543571182336)"
"(136, 294.8773719768015)"
"(137, 294.1824520521142)"
"(139, 292.8199284334407)"
"(140, 292.1519689719345)"
"(140, 292.1519689719345)"
"(141, 291.49264458488244)"
"(141, 291.49264458488244)"
"(142, 290.84178339960613)"
"(141, 291.49264458488244)"
"(142, 290.84178339960613)"
"(143, 290.1992159235108)"
"(144, 289.5647750305592)"
"(144, 289.5647750305592)"
"(145, 288.9382959477446)"
"(145, 288.9382959477446)"
"(144, 289.5647750305592)"
"(143, 290.1992159235108)"
"(143, 290.1992159235108)"
"(144, 289.5647750305592)"
"(145, 288.9382959477446)"
"(145, 288.9382959477446)"
"(141, 291.49264458488244)"
"(140, 292.1519689719345)"
"(140, 292.1519689719345)"
"(141, 291.49264458488244)"
"(145, 288.9382959477446)"
"(145, 288.9382959477446)"
"(144, 289.5647750305592)"
"(145, 288.9382959477446)"
"(148, 287.105016841453)"
"(149, 286.508783856294)"
"(151, 285.3376852484645)"
"(151, 285.3376852484645)"
"(149, 286.508783856294)"
"(150, 285.9197236382599)"
"(151, 285.3376852484645)"
"(152, 284.7625200063644)"
"(153, 284.19408147623307)"
"(154, 283.63222545363266)"
"(155, 283.07680995188815)"
"(155, 283.07680995188815)"
"(156, 282.5276951885602)"
"(156, 282.5276951885602)"
"(161, 279.87189265490844)"
"(160, 280.39152426137264)"
"(157, 281.98474357191833)"
"(156, 282.5276951885602)"
"(156, 282.5276951885602)"
"(157, 281.98474357191833)"
"(161, 279.87189265490844)"
"(162, 279.35776862367254)"
"(162, 279.35776862367254)"
"(163, 278.8490274361246)"
"(164, 278.3455464567456)"
"(165, 277.84720513251136)"
"(167, 276.8654695686886)"
"(168, 276.38184451378197)"
"(168, 276.38184451378197)"
"(170, 275.42851805287603)"
"(171, 274.95859796130117)"
"(172, 274.4930308272899)"
"(188, 267.5566688105198)"
"(189, 267.1506903923313)"
"(200, 262.852475693742)"
"(163, 278.8490274361246)"
"(162, 279.35776862367254)"
"(148, 287.105016841453)"
"(78, 358.3435956570697)"
"(78, 358.3435956570697)"
"(80, 355.12211211958197)"
"(80, 355.12211211958197)"
"(79, 356.7207752831879)"
"(79, 356.7207752831879)"
"(80, 355.12211211958197)"
"(80, 355.12211211958197)"
"(79, 356.7207752831879)"
"(78, 358.3435956570697)"
"(77, 359.9909190969879)"
"(77, 359.9909190969879)"
"(75, 363.36047477286695)"
"(74, 365.08341493582174)"
"(74, 365.08341493582174)"
"(75, 363.36047477286695)"
"(75, 363.36047477286695)"
"(76, 361.6630946909758)"
"(76, 361.6630946909758)"
"(77, 359.9909190969879)"
"(78, 358.3435956570697)"
"(79, 356.7207752831879)"
"(79, 356.7207752831879)"
"(78, 358.3435956570697)"
"(74, 365.08341493582174)"
"(74, 365.08341493582174)"
"(73, 366.8322740458542)"
"(71, 370.40920101663755)"
"(70, 372.23800309542617)"
"(69, 374.0941925844216)"
"(71, 370.40920101663755)"
"(72, 368.6074142553589)"
"(75, 363.36047477286695)"
"(76, 361.6630946909758)"
"(79, 356.7207752831879)"
"(80, 355.12211211958197)"
"(80, 355.12211211958197)"
"(81, 353.5472635292383)"
"(80, 355.12211211958197)"
"(79, 356.7207752831879)"
"(78, 358.3435956570697)"
"(76, 361.6630946909758)"
"(76, 361.6630946909758)"
"(75, 363.36047477286695)"
"(75, 363.36047477286695)"
"(77, 359.9909190969879)"
"(78, 358.3435956570697)"
"(77, 359.9909190969879)"
"(76, 361.6630946909758)"
"(75, 363.36047477286695)"
"(71, 370.40920101663755)"
"(72, 368.6074142553589)"
"(72, 368.6074142553589)"
"(73, 366.8322740458542)"
"(74, 365.08341493582174)"
"(75, 363.36047477286695)"
"(77, 359.9909190969879)"
"(78, 358.3435956570697)"
"(77, 359.9909190969879)"
"(77, 359.9909190969879)"
"(76, 361.6630946909758)"
"(75, 363.36047477286695)"
"(74, 365.08341493582174)"
"(73, 366.8322740458542)"
"(73, 366.8322740458542)"
"(72, 368.6074142553589)"
"(72, 368.6074142553589)"
"(71, 370.40920101663755)"
"(71, 370.40920101663755)"
"(73, 366.8322740458542)"
"(74, 365.08341493582174)"
"(73, 366.8322740458542)"
"(73, 366.8322740458542)"
"(72, 368.6074142553589)"
"(71, 370.40920101663755)"
"(71, 370.40920101663755)"
"(70, 372.23800309542617)"
"(70, 372.23800309542617)"
"(69, 374.0941925844216)"
"(67, 377.8902388797851)"
"(66, 379.8308566280929)"
"(67, 377.8902388797851)"
"(68, 375.9781449168081)"
"(69, 374.0941925844216)"
"(69, 374.0941925844216)"
"(70, 372.23800309542617)"
"(71, 370.40920101663755)"
"(71, 370.40920101663755)"
"(70, 372.23800309542617)"
"(70, 372.23800309542617)"
"(69, 374.0941925844216)"
"(68, 375.9781449168081)"
"(68, 375.9781449168081)"
"(70, 372.23800309542617)"
"(71, 370.40920101663755)"
"(69, 374.0941925844216)"
"(66, 379.8308566280929)"
"(65, 381.8003836975398)"
"(61, 389.975414997778)"
"(63, 385.8277249295875)"
"(64, 383.7992090185296)"
"(64, 383.7992090185296)"
"(68, 375.9781449168081)"
"(69, 374.0941925844216)"
"(68, 375.9781449168081)"
"(69, 374.0941925844216)"
"(70, 372.23800309542617)"
"(72, 368.6074142553589)"
"(69, 374.0941925844216)"
"(64, 383.7992090185296)"
"(64, 383.7992090185296)"
"(65, 381.8003836975398)"
"(67, 377.8902388797851)"
"(66, 379.8308566280929)"
"(64, 383.7992090185296)"
"(64, 383.7992090185296)"
"(65, 381.8003836975398)"
"(66, 379.8308566280929)"
"(66, 379.8308566280929)"
"(65, 381.8003836975398)"
"(64, 383.7992090185296)"
"(63, 385.8277249295875)"
"(62, 387.8863271908872)"
"(62, 387.8863271908872)"
"(65, 381.8003836975398)"
"(66, 379.8308566280929)"
"(66, 379.8308566280929)"
"(65, 381.8003836975398)"
"(59, 394.2466612867677)"
"(59, 394.2466612867677)"
"(60, 392.0953909943114)"
"(61, 389.975414997778)"
"(65, 381.8003836975398)"
"(66, 379.8308566280929)"
"(67, 377.8902388797851)"
"(67, 377.8902388797851)"
"(66, 379.8308566280929)"
"(65, 381.8003836975398)"
"(65, 381.8003836975398)"
"(64, 383.7992090185296)"
"(63, 385.8277249295875)"
"(64, 383.7992090185296)"
"(66, 379.8308566280929)"
"(65, 381.8003836975398)"
"(66, 379.8308566280929)"
"(67, 377.8902388797851)"
"(68, 375.9781449168081)"
"(69, 374.0941925844216)"
"(70, 372.23800309542617)"
"(72, 368.6074142553589)"
"(72, 368.6074142553589)"
"(71, 370.40920101663755)"
"(70, 372.23800309542617)"
"(69, 374.0941925844216)"
"(68, 375.9781449168081)"
"(67, 377.8902388797851)"
"(66, 379.8308566280929)"
"(67, 377.8902388797851)"
"(68, 375.9781449168081)"
"(68, 375.9781449168081)"
"(69, 374.0941925844216)"
"(70, 372.23800309542617)"
"(71, 370.40920101663755)"
"(71, 370.40920101663755)"
"(72, 368.6074142553589)"
"(72, 368.6074142553589)"
"(71, 370.40920101663755)"
"(70, 372.23800309542617)"
"(70, 372.23800309542617)"
"(69, 374.0941925844216)"
"(69, 374.0941925844216)"
"(70, 372.23800309542617)"
"(70, 372.23800309542617)"
"(71, 370.40920101663755)"
"(70, 372.23800309542617)"
"(68, 375.9781449168081)"
"(67, 377.8902388797851)"
"(67, 377.8902388797851)"
"(68, 375.9781449168081)"
"(68, 375.9781449168081)"
"(66, 379.8308566280929)"
"(69, 374.0941925844216)"
"(70, 372.23800309542617)"
"(69, 374.0941925844216)"
"(68, 375.9781449168081)"
"(69, 374.0941925844216)"
"(71, 370.40920101663755)"
"(72, 368.6074142553589)"
"(73, 366.8322740458542)"
"(72, 368.6074142553589)"
"(72, 368.6074142553589)"
"(70, 372.23800309542617)"
"(68, 375.9781449168081)"
"(67, 377.8902388797851)"
"(66, 379.8308566280929)"
"(66, 379.8308566280929)"
"(65, 381.8003836975398)"
"(66, 379.8308566280929)"
"(67, 377.8902388797851)"
"(67, 377.8902388797851)"
"(68, 375.9781449168081)"
"(67, 377.8902388797851)"
"(67, 377.8902388797851)"
"(69, 374.0941925844216)"
"(70, 372.23800309542617)"
"(72, 368.6074142553589)"
"(71, 370.40920101663755)"
"(71, 370.40920101663755)"
"(70, 372.23800309542617)"
"(70, 372.23800309542617)"
"(68, 375.9781449168081)"
"(68, 375.9781449168081)"
"(67, 377.8902388797851)"
"(66, 379.8308566280929)"
"(66, 379.8308566280929)"
"(67, 377.8902388797851)"
"(67, 377.8902388797851)"
"(66, 379.8308566280929)"
"(66, 379.8308566280929)"
"(65, 381.8003836975398)"
"(65, 381.8003836975398)"
"(64, 383.7992090185296)"
"(63, 385.8277249295875)"
"(64, 383.7992090185296)"
"(62, 387.8863271908872)"
"(63, 385.8277249295875)"
"(63, 385.8277249295875)"
"(61, 389.975414997778)"
"(62, 387.8863271908872)"
"(61, 389.975414997778)"
"(61, 389.975414997778)"
"(59, 394.2466612867677)"
"(58, 396.4296354571833)"
"(59, 394.2466612867677)"
"(59, 394.2466612867677)"
"(57, 398.64472657687696)"
"(57, 398.64472657687696)"
"(56, 400.89235121997694)"
"(56, 400.89235121997694)"
"(55, 403.17292947694784)"
"(55, 403.17292947694784)"
"(54, 405.4868849681174)"
"(53, 407.8346448572028)"
"(54, 405.4868849681174)"
"(54, 405.4868849681174)"
"(53, 407.8346448572028)"
"(52, 410.2166398648383)"
"(52, 410.2166398648383)"
"(50, 415.0850759840405)"
"(50, 415.0850759840405)"
"(48, 420.0957107431492)"
"(48, 420.0957107431492)"
"(47, 422.65546759200754)"
"(47, 422.65546759200754)"
"(46, 425.2521193359723)"
"(46, 425.2521193359723)"
"(46, 425.2521193359723)"
"(47, 422.65546759200754)"
"(47, 422.65546759200754)"
"(48, 420.0957107431492)"
"(48, 420.0957107431492)"
"(49, 417.5723964432001)"
"(49, 417.5723964432001)"
"(50, 415.0850759840405)"
"(50, 415.0850759840405)"
"(51, 412.63330428210156)"
"(51, 412.63330428210156)"
"(52, 410.2166398648383)"
"(52, 410.2166398648383)"
"(53, 407.8346448572028)"
"(53, 407.8346448572028)"
"(54, 405.4868849681174)"
"(54, 405.4868849681174)"
"(55, 403.17292947694784)"
"(55, 403.17292947694784)"
"(57, 398.64472657687696)"
"(57, 398.64472657687696)"
"(58, 396.4296354571833)"
"(58, 396.4296354571833)"
"(59, 394.2466612867677)"
"(59, 394.2466612867677)"
"(60, 392.0953909943114)"
"(60, 392.0953909943114)"
"(61, 389.975414997778)"
"(61, 389.975414997778)"
"(62, 387.8863271908872)"
"(62, 387.8863271908872)"
"(63, 385.8277249295875)"
"(63, 385.8277249295875)"
"(65, 381.8003836975398)"
"(65, 381.8003836975398)"
"(66, 379.8308566280929)"
"(66, 379.8308566280929)"
"(67, 377.8902388797851)"
"(67, 377.8902388797851)"
"(68, 375.9781449168081)"
"(68, 375.9781449168081)"
"(69, 374.0941925844216)"
"(69, 374.0941925844216)"
"(70, 372.23800309542617)"
"(70, 372.23800309542617)"
"(71, 370.40920101663755)"
"(71, 370.40920101663755)"
"(72, 368.6074142553589)"
"(72, 368.6074142553589)"
"(73, 366.8322740458542)"
"(73, 366.8322740458542)"
"(74, 365.08341493582174)"
"(74, 365.08341493582174)"
"(75, 363.36047477286695)"
"(75, 363.36047477286695)"
"(76, 361.6630946909758)"
"(76, 361.6630946909758)"
"(77, 359.9909190969879)"
"(77, 359.9909190969879)"
"(78, 358.3435956570697)"
"(78, 358.3435956570697)"
"(80, 355.12211211958197)"
"(80, 355.12211211958197)"
"(81, 353.5472635292383)"
"(81, 353.5472635292383)"
"(82, 351.99589008036276)"
"(81, 353.5472635292383)"
"(81, 353.5472635292383)"
"(83, 350.4676555328538)"
"(82, 351.99589008036276)"
"(82, 351.99589008036276)"
"(83, 350.4676555328538)"
"(83, 350.4676555328538)"
"(84, 348.9622268247761)"
"(84, 348.9622268247761)"
"(85, 347.47927405883365)"
"(85, 347.47927405883365)"
"(84, 348.9622268247761)"
"(85, 347.47927405883365)"
"(84, 348.9622268247761)"
"(84, 348.9622268247761)"
"(85, 347.47927405883365)"
"(84, 348.9622268247761)"
"(86, 346.01847048884235)"
"(88, 343.1620196263796)"
"(89, 341.7657344753611)"
"(89, 341.7657344753611)"
"(88, 343.1620196263796)"
"(88, 343.1620196263796)"
"(87, 344.5794925062042)"
"(87, 344.5794925062042)"
"(86, 346.01847048884235)"
"(86, 346.01847048884235)"
"(84, 348.9622268247761)"
"(85, 347.47927405883365)"
"(85, 347.47927405883365)"
"(86, 346.01847048884235)"
"(87, 344.5794925062042)"
"(87, 344.5794925062042)"
"(88, 343.1620196263796)"
"(88, 343.1620196263796)"
"(89, 341.7657344753611)"
"(89, 341.7657344753611)"
"(90, 340.3903227761464)"
"(89, 341.7657344753611)"
"(89, 341.7657344753611)"
"(90, 340.3903227761464)"
"(90, 340.3903227761464)"
"(91, 339.03547333521124)"
"(91, 339.03547333521124)"
"(92, 337.7008780289832)"
"(92, 337.7008780289832)"
"(93, 336.38623179031447)"
"(93, 336.38623179031447)"
"(95, 333.81558144802653)"
"(95, 333.81558144802653)"
"(97, 331.3211423856401)"
"(98, 330.101771505539)"
"(98, 330.101771505539)"
"(100, 327.7172919706813)"
"(101, 326.55161816228406)"
"(107, 319.91215733301306)"
"(108, 318.86217602676277)"
"(109, 317.82766734959074)"
"(110, 316.80837612396743)"
"(127, 301.5748473341446)"
"(128, 300.7889760954797)"
"(136, 294.8773719768015)"
"(137, 294.1824520521142)"
"(139, 292.8199284334407)"
"(140, 292.1519689719345)"
"(147, 287.7085758044923)"
"(145, 288.9382959477446)"
"(144, 289.5647750305592)"
"(144, 289.5647750305592)"
"(143, 290.1992159235108)"
"(143, 290.1992159235108)"
"(142, 290.84178339960613)"
"(143, 290.1992159235108)"
"(143, 290.1992159235108)"
"(142, 290.84178339960613)"
"(140, 292.1519689719345)"
"(139, 292.8199284334407)"
"(139, 292.8199284334407)"
"(135, 295.5816385380371)"
"(135, 295.5816385380371)"
"(134, 296.29543571182336)"
"(133, 297.01894993540725)"
"(132, 297.7523701208082)"
"(132, 297.7523701208082)"
"(130, 299.249696480157)"
"(127, 301.5748473341446)"
"(127, 301.5748473341446)"
"(126, 302.37181073445197)"
"(125, 303.180072910575)"
"(125, 303.180072910575)"
"(124, 303.9998430596731)"
"(125, 303.180072910575)"
"(124, 303.9998430596731)"
"(123, 304.83133297541895)"
"(124, 303.9998430596731)"
"(124, 303.9998430596731)"
"(123, 304.83133297541895)"
"(119, 308.27881781379347)"
"(118, 309.17217529270437)"
"(117, 310.07857858457663)"
"(116, 310.998258037426)"
"(115, 311.9314467039952)"
"(115, 311.9314467039952)"
"(116, 310.998258037426)"
"(111, 315.8040499853056)"
"(110, 316.80837612396743)"
"(110, 316.80837612396743)"
"(109, 317.82766734959074)"
"(109, 317.82766734959074)"
"(110, 316.80837612396743)"
"(113, 313.8392974940657)"
"(114, 312.87838035528216)"
"(112, 314.81443936843294)"
"(114, 312.87838035528216)"
"(114, 312.87838035528216)"
"(116, 310.998258037426)"
"(115, 311.9314467039952)"
"(114, 312.87838035528216)"
"(115, 311.9314467039952)"
"(116, 310.998258037426)"
"(115, 311.9314467039952)"
"(115, 311.9314467039952)"
"(116, 310.998258037426)"
"(114, 312.87838035528216)"
