X,Y
[374],[397.8682521790579]
[374],[397.8682521790579]
[372],[395.0956041733116]
[372],[395.0956041733116]
[370],[392.3545313016184]
[370],[392.3545313016184]
[368],[389.6350248867784]
[368],[389.6350248867784]
[366],[386.92512689740033]
[366],[386.92512689740033]
[364],[384.2109759249688]
[364],[384.2109759249688]
[363],[382.8474647395451]
[363],[382.8474647395451]
[361],[380.09689365749]
[361],[380.09689365749]
[360],[378.7052283660414]
[360],[378.7052283660414]
[358],[375.8768058615351]
[358],[375.8768058615351]
[356],[372.9705704908083]
[356],[372.9705704908083]
[355],[371.4812468908749]
[355],[371.4812468908749]
[354],[369.96383360281106]
[354],[369.96383360281106]
[352],[366.8322790272032]
[352],[366.8322790272032]
[351],[365.2116625930321]
[351],[365.2116625930321]
[350],[363.5500090507812]
[350],[363.5500090507812]
[348],[360.08959039381807]
[348],[360.08959039381807]
[347],[358.28359384316354]
[347],[358.28359384316354]
[346],[356.4221001862861]
[346],[356.4221001862861]
[344],[352.5171719441678]
[344],[352.5171719441678]
[343],[350.46579561041654]
[343],[350.46579561041654]
[341],[346.14472839908194]
[341],[346.14472839908194]
[339],[341.50429285317296]
[340],[343.8665932102849]
[340],[343.8665932102849]
[339],[341.50429285317296]
[339],[341.50429285317296]
[338],[339.0534054690179]
[338],[339.0534054690179]
[337],[336.5094319042655]
[337],[336.5094319042655]
[336],[333.8677971469551]
[336],[333.8677971469551]
[335],[331.1238517638085]
[335],[331.1238517638085]
[319],[269.24636076361276]
[319],[269.24636076361276]
[318],[263.9866181261277]
[318],[263.9866181261277]
[317],[258.5297868963353]
[317],[258.5297868963353]
[316],[252.87007661730968]
[316],[252.87007661730968]
[315],[247.00165114597985]
[316],[252.87007661730968]
[314],[240.91863008966538]
[313],[234.61509024296174]
[313],[234.61509024296174]
[314],[240.91863008966538]
[313],[234.61509024296174]
[313],[234.61509024296174]
[312],[228.08506702462546]
[312],[228.08506702462546]
[313],[234.61509024296174]
[315],[247.00165114597985]
[315],[247.00165114597985]
[314],[240.91863008966538]
[312],[228.08506702462546]
[311],[221.3225559139646]
[312],[228.08506702462546]
[313],[234.61509024296174]
[313],[234.61509024296174]
[312],[228.08506702462546]
[311],[221.3225559139646]
[311],[221.3225559139646]
[312],[228.08506702462546]
[312],[228.08506702462546]
[311],[221.3225559139646]
[310],[214.32151388813145]
[310],[214.32151388813145]
[309],[207.07586085836738]
[310],[214.32151388813145]
[310],[214.32151388813145]
[309],[207.07586085836738]
[309],[207.07586085836738]
[310],[214.32151388813145]
[310],[214.32151388813145]
[311],[221.3225559139646]
[311],[221.3225559139646]
[312],[228.08506702462546]
[312],[228.08506702462546]
[313],[234.61509024296174]
[313],[234.61509024296174]
[314],[240.91863008966538]
[314],[240.91863008966538]
[315],[247.00165114597985]
[315],[247.00165114597985]
[316],[252.87007661730968]
[316],[252.87007661730968]
[317],[258.5297868963353]
[317],[258.5297868963353]
[318],[263.9866181261277]
[318],[263.9866181261277]
[319],[269.24636076361276]
[319],[269.24636076361276]
[320],[274.3147581426274]
[320],[274.3147581426274]
[321],[279.19750503738396]
[321],[279.19750503738396]
[322],[283.900246225352]
[322],[283.900246225352]
[323],[288.42857505083884]
[323],[288.42857505083884]
[324],[292.788031988046]
[324],[292.788031988046]
[325],[296.9841032043005]
[325],[296.9841032043005]
[326],[301.0222191234607]
[326],[301.0222191234607]
[327],[304.9077529889146]
[327],[304.9077529889146]
[328],[308.64601942701483]
[328],[308.64601942701483]
[329],[312.24227301025167]
[329],[312.24227301025167]
[330],[315.701706820455]
[330],[315.701706820455]
[332],[322.23057137534124]
[333],[325.31006789966705]
[334],[328.27287333673667]
[333],[325.31006789966705]
[333],[325.31006789966705]
[332],[322.23057137534124]
[332],[322.23057137534124]
[331],[319.0294510120548]
[331],[319.0294510120548]
[330],[315.701706820455]
[330],[315.701706820455]
[329],[312.24227301025167]
[329],[312.24227301025167]
[328],[308.64601942701483]
[328],[308.64601942701483]
[327],[304.9077529889146]
[327],[304.9077529889146]
[326],[301.0222191234607]
[326],[301.0222191234607]
[325],[296.9841032043005]
[325],[296.9841032043005]
[324],[292.788031988046]
[324],[292.788031988046]
[323],[288.42857505083884]
[323],[288.42857505083884]
[322],[283.900246225352]
[322],[283.900246225352]
[321],[279.19750503738396]
[321],[279.19750503738396]
[320],[274.3147581426274]
[320],[274.3147581426274]
[319],[269.24636076361276]
[319],[269.24636076361276]
[318],[263.9866181261277]
[318],[263.9866181261277]
[317],[258.5297868963353]
[317],[258.5297868963353]
[316],[252.87007661730968]
[316],[252.87007661730968]
[315],[247.00165114597985]
[315],[247.00165114597985]
[314],[240.91863008966538]
[314],[240.91863008966538]
[313],[234.61509024296174]
[313],[234.61509024296174]
[312],[228.08506702462546]
[312],[228.08506702462546]
[313],[234.61509024296174]
[313],[234.61509024296174]
[314],[240.91863008966538]
[314],[240.91863008966538]
[315],[247.00165114597985]
[315],[247.00165114597985]
[316],[252.87007661730968]
[316],[252.87007661730968]
[317],[258.5297868963353]
[317],[258.5297868963353]
[318],[263.9866181261277]
[318],[263.9866181261277]
[319],[269.24636076361276]
