times
0.9790837
0.9883045
0.9962565
1.0033569
1.0101322
1.0172415
1.0240084
1.030979
1.0380125
1.0450573
1.0518325
1.0591375
1.0658522
1.0727231
1.0793856
1.0864108
1.0929057
1.0994643
1.1066115
