times
0.9694561
0.9786617
0.9865476
0.9935561
1.0005886
1.0076709
1.0146374
1.0219582
1.0290782
1.0364316
1.0433723
1.0508428
1.0577925
1.0649912
1.0720334
1.0791484
1.0859951
1.0928427
1.099911
