times
0.9754716
0.9847758
0.992589
0.99974
1.0070357
1.0138155
1.0211721
1.0281639
1.0349305
1.0421239
1.0492132
1.0570103
1.0641397
1.0713871
1.0783931
1.0857468
1.0922883
1.0991428
1.1060528
