times
0.9833935
0.9923995
1.0005209
1.0076914
1.0149533
1.0218136
1.0287836
1.0360109
1.0430493
1.0501377
1.0567494
1.0639888
1.0709288
1.0778393
1.08446
1.0913652
1.0978684
1.1046028
1.1115909
