times
0.966012
0.9753088
0.9831932
0.9904115
0.9974909
1.0043075
1.0111335
1.0181698
1.0249048
1.0319948
1.0386713
1.0464136
1.0535973
1.0607873
1.0678804
1.0751922
1.0817715
1.0888091
1.0957857
