times
0.9662973
0.975479
0.9840875
0.9915163
0.9985307
1.0059307
1.0129786
1.0203422
1.0272062
1.034504
1.0411544
1.0490158
1.0562103
1.0631208
1.0700809
1.0772574
1.0841158
1.0911801
1.0984032
