times
0.9778481
0.9873631
0.9952353
1.002647
1.0094604
1.0163383
1.0247681
1.0321397
1.0392877
1.0463406
1.0532187
1.0605475
1.0676436
1.0746844
1.0812923
1.0883528
1.0949206
1.101644
1.1086314
