times
0.968523
0.9775085
0.985433
0.9923589
0.9993616
1.0064847
1.0132972
1.0205418
1.0276328
1.0349629
1.0419549
1.049589
1.0565568
1.0637045
1.0707059
1.077861
1.0846285
1.0916691
1.0988047
