times
0.9786743
0.9883242
0.9960469
1.0034608
1.0110467
1.0180679
1.0253089
1.0324849
1.0396315
1.0470231
1.0539161
1.0616456
1.0685401
1.0755581
1.0829381
1.0900956
1.0969894
1.1040273
1.1114049
