times
0.9901153
0.9912335
0.9936876
0.9960964
1.130018
1.1568972
1.1839605
1.2094858
1.2352824
1.2611635
1.2870394
1.313563
1.3400801
1.3661858
1.395652
1.4209568
1.4462274
1.4763108
1.5018735
