times
0.9810728
0.9821357
0.9847139
0.9870296
1.1197915
1.1469943
1.1733817
1.1986629
1.2242201
1.2499373
1.2760363
1.3024185
1.3282393
1.3539431
1.3829867
1.407991
1.4334399
1.4627756
1.4880026
