times
0.9826223
0.9837542
0.9863025
0.9886067
1.1214181
1.1485872
1.1751102
1.2002419
1.2258698
1.2514469
1.277195
1.3033485
1.3291029
1.3545216
1.3834226
1.4086127
1.4340492
1.4634468
1.4889501
