times
0.9846949
0.9857085
0.9881349
0.9904831
1.1248565
1.1523104
1.1790531
1.2045237
1.2310624
1.2574441
1.2832367
1.3092727
1.3348994
1.3603279
1.3898329
1.4152045
1.440821
1.4703163
1.4960074
