times
0.9916277
0.9928129
0.9954225
0.9979197
1.1307454
1.1577677
1.1846159
1.2098251
1.2359593
1.2617559
1.2877672
1.3138474
1.3397204
1.3655349
1.3949081
1.4201257
1.4457104
1.4754379
1.5011619
