times
1.3792328
1.3800513
1.3819069
1.3836441
1.4036911
1.42681
1.4499001
1.4749223
1.4969212
1.51945
1.5418775
1.5644133
1.5871052
1.6115496
1.6367592
1.657926
1.6798634
1.707014
1.730288
