times
0.9849418
0.9860309
0.9884613
0.990935
1.1230385
1.1502501
1.176713
1.201763
1.2275314
1.2534009
1.2791526
1.3054122
1.3310707
1.3569235
1.3859902
1.4108629
1.4365223
1.4658962
1.4910778
