times
0.9808175
0.9818979
0.9843586
0.9866272
1.1189978
1.1458066
1.1724859
1.1974398
1.223045
1.2488127
1.2747119
1.3006159
1.3263023
1.3523683
1.3813158
1.4063045
1.4321976
1.4617149
1.4873438
