times
1.9436007
1.9442311
1.9462092
1.9488857
1.9513005
1.9707719
1.9960422
2.0151647
2.0341162
2.0533345
2.0726748
2.0917657
2.1147988
2.1379693
2.1596068
2.1825587
2.2091375
2.2343832
2.2595338
