times
0.992807
0.9937706
0.9961908
0.9985593
1.1320019
1.1591535
1.1857039
1.2110433
1.2373955
1.2632984
1.2887264
1.3146017
1.3402315
1.3657044
1.3951853
1.4202521
1.4455494
1.4747781
1.5004174
