times
1.0192704
1.0205022
1.0231304
1.0255475
1.1605202
1.1877276
1.2142227
1.2403813
1.266165
1.2919002
1.3178926
1.3440267
1.3697269
1.3953596
1.4248617
1.4497917
1.4750849
1.5049412
1.5307916
