times
0.9943107
0.9953197
0.997824
1.0001973
1.1333491
1.1603046
1.1872555
1.2128053
1.238465
1.2643004
1.2905329
1.3166592
1.3431734
1.3691088
1.3988618
1.4240935
1.4495941
1.4790512
1.5046203
